id_product;id_product_attribute;categorie;marque;nom;stock;prix_achat_ht;prix_vente_ttc;qte_30j;rotation_30j;rotation_60j;rotation_90j;tva_type;tva_rate;prix_vente_ht_equiv;flag_pa_missing;marge_eur;produit;produit_declinaison;nb_commandes_total;nb_clients_total;ca_total_ht;quantite_totale;panier_moyen_ht;age_moyen;anciennete_moyenne_jours;nb_nouveaux_clients;nb_anciens_clients;pourcentage_nouveaux_clients;taux_reachat_pourcent;p_new;p_stock;p_qte30;p_marge;p_reachat;score_acquisition;score_fidelisation;eligible
7444;3060;SUPPORT/RIGS;Tilta;TILTA CAGE POUR SONY A7 IV Tilta: Pro kit;0;383.0;574.8;0;;;;NEUF;0.2;479.0;False;96.0;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.7699106723084156;0.3962388340385519;46.374000940291495;49.79595674659144;False
7449;3067;STABILISATEUR;Tilta;TILTA SYSTÈME DE FIXATION POUR VOITURE HYDRA ALIEN (V-MOUNT) Tilta: Standard;0;1247.2;1870.9;0;;;;NEUF;0.2;1559.0833333333335;False;311.88333333333344;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9316408086506817;0.3962388340385519;48.799952985425485;53.83921015514809;False
7449;3068;STABILISATEUR;Tilta;TILTA SYSTÈME DE FIXATION POUR VOITURE HYDRA ALIEN (V-MOUNT) Tilta: Pro kit;0;1727.27;2590.8;0;;;;NEUF;0.2;2159.0000000000005;False;431.7300000000005;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.954677950164551;0.3962388340385519;49.14551010813353;54.41513869299482;False
7464;3071;STABILISATEUR;Tilta;TILTA SYSTÈME DE SUPPORT POV HERMIT (V-MOUNT) Taille: XL;0;1439.2;2158.8;0;;;;NEUF;0.2;1799.0000000000002;False;359.8000000000002;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9440996708979784;0.3962388340385519;48.98683591913493;54.150681711330506;False
7464;3072;STABILISATEUR;Tilta;TILTA SYSTÈME DE SUPPORT POV HERMIT (V-MOUNT) Taille: XXL;0;1439.2;2158.8;0;;;;NEUF;0.2;1799.0000000000002;False;359.8000000000002;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9440996708979784;0.3962388340385519;48.98683591913493;54.150681711330506;False
7468;3075;OBJECTIF;LK Samyang;SAMYANG OBJECTIF AF 85MM F/1.4 FE II Type de monture: Sony E;0;452.02;849.0;0;;;;NEUF;0.2;707.5;False;255.48000000000002;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.9149976492712741;0.3962388340385519;48.550305594734375;53.423131170662906;False
7469;3076;LUMIERE CONTINUE;Godox;GODOX TORCHE LED LITEMONS LC30 Godox ML30: Lumière du jour;0;40.9;78.9;0;;;;NEUF;0.2;65.75000000000001;False;24.850000000000016;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.41288199341795956;0.3962388340385519;41.01857075693465;40.870239774330045;False
7469;3077;LUMIERE CONTINUE;Godox;GODOX TORCHE LED LITEMONS LC30 Godox ML30: Bi-couleur;0;54.09;82.9;0;;;;NEUF;0.2;69.08333333333334;False;14.99333333333334;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.262153267512929;0.3962388340385519;38.75763986835919;37.10202162670428;False
7486;3078;SUPPORT/RIGS;Tilta;TILTA MATTE BOX MIRAGE Tilta: Standard;0;114.0;171.9;0;;;;NEUF;0.2;143.25;False;29.25;TILTA MATTE BOX MIRAGE;TILTA MATTE BOX MIRAGE - Tilta: Standard;1.0;1.0;286.5;2.0;286.5;;1087.0;0.0;1.0;0.0;100.0;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.4519981194170193;0.9539257169722614;41.60531264692055;61.36718382698636;False
7486;3079;SUPPORT/RIGS;Tilta;TILTA MATTE BOX MIRAGE Tilta: VND;0;354.0;531.9;0;;;;NEUF;0.2;443.25;False;89.25;;;;;;;;;;;;;;0.3951104842501175;0.36577338975082274;0.46821814762576397;0.7547249647390691;0.3962388340385519;46.146215326751296;49.41631405735779;False
